GDLX, GDLY,GDLZ, GDRX, GDRY, GDRZ, PL, PR, HR, GSR, ConationLevel, PredictedConation
3.17201719924943E-07,4.00260169109921E-07,2.93950234729493E-07,4.3677477355641E-07,6.97326076416611E-10,6.13,6.09,34.46,-0.00640196598468577,7,0
3.17201719924943E-07,4.00260169109921E-07,2.93950234729493E-07,4.3677477355641E-07,6.97326076416611E-10,6.13,6.09,34.46,-0.00640196598468577,7,0
3.17201719924943E-07,4.00260169109921E-07,2.93950234729493E-07,4.3677477355641E-07,6.97326076416611E-10,6.13,6.09,34.46,-0.00640196598468577,7,0
2.99665341742089E-07,4.00260169109921E-07,3.21483599194376E-07,4.03715851688569E-07,6.97326076416611E-10,6.13,6.07,34.46,-0.00640196598468577,7,0
2.99665341742089E-07,4.00260169109921E-07,3.21483599194376E-07,4.03715851688569E-07,6.97326076416611E-10,6.13,6.07,34.46,-0.00640196598468577,7,0
2.84628426457168E-07,4.00260169109921E-07,3.21483599194376E-07,4.03715851688569E-07,6.97326076416611E-10,6.15,6.07,34.46,0.00115864844907965,7,0
2.84628426457168E-07,4.00260169109921E-07,3.21483599194376E-07,4.03715851688569E-07,6.97326076416611E-10,6.15,6.07,34.46,0.00115864844907965,7,0
2.38583082499924E-07,4.00260169109921E-07,2.8895289513558E-07,3.55664399617346E-07,6.97326076416611E-10,6.14,6.07,34.46,0.00115864844907965,7,0
1.92629195752751E-07,4.00260169109921E-07,6.80508886698234E-08,2.28657917999478E-07,4.50292690248661E-07,6.15,6.06,34.46,0.00115864844907965,7,0
1.92629195752751E-07,4.00260169109921E-07,6.80508886698234E-08,2.28657917999478E-07,4.50292690248661E-07,6.15,6.06,34.46,0.00115864844907965,7,0
1.56094563445435E-07,4.00260169109921E-07,3.80262685985759E-08,1.70108000426906E-07,4.50292690248661E-07,6.17,5.98,34.46,0.00115864844907965,7,0
1.56094563445435E-07,4.00260169109921E-07,3.80262685985759E-08,1.70108000426906E-07,4.50292690248661E-07,6.17,5.98,34.46,0.00115864844907965,7,0
1.28056286193712E-07,4.00260169109921E-07,5.50228794794678E-08,1.37577168405717E-07,4.50292690248661E-07,6.21,5.96,34.46,0.00118344555904695,7,0
1.11562933484825E-06,1.50045121536549E-07,4.55549184613303E-08,1.27619917150027E-06,2.58660170739535E-07,6.53,6.76,34.46,0.00116837238946588,7,0
1.11562933484825E-06,1.50045121536549E-07,4.55549184613303E-08,1.27619917150027E-06,2.58660170739535E-07,6.53,6.76,34.46,0.00116837238946588,7,0
1.26780491251588E-06,2.0010268773768E-07,6.05276006788406E-08,1.00184884830734E-06,1.58545038337272E-07,6.63,6.57,34.46,0.00116837238946588,7,0
1.26780491251588E-06,2.0010268773768E-07,6.05276006788406E-08,1.00184884830734E-06,1.58545038337272E-07,6.63,6.57,34.46,0.00116837238946588,7,0
1.22526936998034E-06,2.0010268773768E-07,1.00546640697881E-07,9.63795810254304E-07,1.58545038337272E-07,6.56,6.43,34.46,0.00116837238946588,7,0
1.15717394512376E-06,1.50150142655508E-07,1.69513754886531E-07,1.08098933426889E-06,2.0867035162048E-07,6.48,6.38,34.46,0.00113786364017002,7,0
1.15717394512376E-06,1.50150142655508E-07,1.69513754886531E-07,1.08098933426889E-06,2.0867035162048E-07,6.48,6.38,34.46,0.00113786364017002,7,0
1.08561091420756E-06,1.50150142655508E-07,2.49085820526632E-07,1.0719805507444E-06,2.0867035162048E-07,6.39,6.38,34.46,0.00113786364017002,7,0
1.08561091420756E-06,1.50150142655508E-07,2.49085820526632E-07,1.0719805507444E-06,2.0867035162048E-07,6.39,6.38,34.46,0.00113786364017002,7,0
1.57868616550038E-07,5.00600615825422E-08,2.38700630417817E-07,1.42156997802964E-06,4.74570861717878E-06,6.3,6.43,34.46,0.00113786364017002,7,0
