GDLX, GDLY,GDLZ, GDRX, GDRY, GDRZ, PL, PR, HR, GSR, ConationLevel, PredictedConation
9.90707266458891E-08,1.25085519675406E-07,6.50450332513625E-08,2.55243582161742E-07,4.70287188571911E-08,5.00300180108065E-08,4.41,3.97,-11.4,0.001767185815804,4,0
9.90707266458891E-08,1.25085519675406E-07,6.50450332513625E-08,2.55243582161742E-07,4.70287188571911E-08,5.00300180108065E-08,4.41,3.97,-11.4,0.001767185815804,4,0
4.37302643842958E-07,3.95239545534643E-08,5.50320165059474E-08,7.49529675455363E-07,1.00451905595724E-07,2.99965092252493E-07,4.45,3.83,-11.4,0.001767185815804,4,0
4.37302643842958E-07,3.95239545534643E-08,5.50320165059474E-08,7.49529675455363E-07,1.00451905595724E-07,2.99965092252493E-07,4.45,3.83,-11.4,0.001767185815804,4,0
7.16724666397235E-07,1.99010478557068E-07,1.15015036031327E-07,8.88110649984096E-07,1.21960231496106E-07,3.49992607385816E-07,4.52,3.85,-11.4,0.001767185815804,4,0
7.16724666397235E-07,1.99010478557068E-07,1.15015036031327E-07,8.88110649984096E-07,1.21960231496106E-07,3.49992607385816E-07,4.52,3.85,-11.4,0.001767185815804,4,0
7.16724666397235E-07,1.99010478557068E-07,1.15015036031327E-07,8.86104946693617E-07,1.03960217316841E-07,3.49992607385816E-07,4.52,3.87,-11.4,0.001767185815804,4,0
6.50171094701162E-07,1.61976404481996E-07,1.15015036031327E-07,8.48077026323882E-07,8.34435285641025E-08,2.99955079239707E-07,4.51,3.88,-11.4,0.001767185815804,4,0
6.50171094701162E-07,1.61976404481996E-07,1.15015036031327E-07,8.48077026323882E-07,8.34435285641025E-08,2.99955079239707E-07,4.51,3.88,-11.4,0.001767185815804,4,0
6.50171094701162E-07,1.61976404481996E-07,1.15015036031327E-07,8.48077026323882E-07,8.34435285641025E-08,2.99955079239707E-07,4.51,3.88,-11.4,0.001767185815804,4,0
5.40080867407297E-07,6.98982604251244E-08,6.49649859812771E-08,7.38901031904994E-07,4.16543536409932E-08,2.51377457739685E-07,4.48,3.91,-11.4,0.001767185815804,4,0
5.40080867407297E-07,6.98982604251244E-08,6.49649859812771E-08,6.04483558608515E-07,9.17009175903709E-09,2.01407439750479E-07,4.48,3.94,-11.4,0.001767185815804,4,0
4.38536122207945E-07,6.69200458718736E-08,6.99704920379394E-08,3.49323454837773E-07,1.05893941154655E-07,5.13173857180592E-08,4.48,4.02,-11.4,0.001767185815804,4,0
4.38536122207945E-07,6.69200458718736E-08,6.99704920379394E-08,3.49323454837773E-07,1.05893941154655E-07,5.13173857180592E-08,4.48,4.02,-11.4,0.001767185815804,4,0
4.38536122207945E-07,6.69200458718736E-08,6.99704920379394E-08,1.40063726271305E-07,1.67972085410903E-07,9.88052227605522E-08,4.48,4.05,-11.4,0.001767185815804,4,0
4.38536122207945E-07,6.69200458718736E-08,6.99704920379394E-08,1.40063726271305E-07,1.67972085410903E-07,9.88052227605522E-08,4.48,4.05,-11.4,0.001767185815804,4,0
3.31233230770079E-07,1.58112360317209E-07,5.00500500500495E-08,5.70883140941035E-07,2.58431058866235E-07,2.98705272735565E-07,4.48,4.04,-11.4,0.001767185815804,4,0
3.31233230770079E-07,1.58112360317209E-07,5.00500500500495E-08,5.70883140941035E-07,2.58431058866235E-07,2.98705272735565E-07,4.48,4.04,-11.4,0.001767185815804,4,0
3.03707483352492E-07,1.22583762119389E-07,1.00102605232992E-07,8.49081095908124E-07,3.2597781937434E-07,3.98770320024012E-07,4.49,4.09,-11.4,0.001767185815804,4,0
3.03707483352492E-07,1.22583762119389E-07,1.00102605232992E-07,8.49081095908124E-07,3.2597781937434E-07,3.98770320024012E-07,4.49,4.09,-11.4,0.001767185815804,4,0
2.67643440293695E-07,7.60302138171528E-08,5.00525551829421E-08,7.71398799472102E-07,2.99692953671913E-07,3.5019269852399E-07,4.49,4.09,-11.4,0.001767185815804,4,0
2.24119529130818E-07,3.50021441704809E-08,5.00525551829421E-08,7.71398799472102E-07,2.99692953671913E-07,3.5019269852399E-07,4.49,4.09,-11.4,0.001767185815804,4,0
2.24119529130818E-07,3.50021441704809E-08,5.00525551829421E-08,7.71398799472102E-07,2.99692953671913E-07,3.5019269852399E-07,4.49,4.09,-11.4,0.001767185815804,4,0
2.24119529130818E-07,3.50021441704809E-08,5.00525551829421E-08,7.71398799472102E-07,2.99692953671913E-07,3.5019269852399E-07,4.49,4.09,-11.4,0.001767185815804,4,0
1.53098026530564E-07,8.4981764325865E-09,5.00525551829421E-08,2.78192592643026E-07,6.45449201777731E-08,1.00075060301233E-07,4.5,4.11,-11.4,0.001767185815804,4,0
1.53098026530564E-07,8.4981764325865E-09,5.00525551829421E-08,2.78192592643026E-07,6.45449201777731E-08,1.00075060301233E-07,4.5,4.11,-11.4,0.001767185815804,4,0
1.07061773769156E-07,4.01075526902632E-09,5.00525551829421E-08,1.91609264237814E-07,3.35117605054822E-08,5.00275151333234E-08,4.5,4.12,-11.4,0.001767185815804,4,0
1.07061773769156E-07,4.01075526902632E-09,5.00525551829421E-08,1.91609264237814E-07,3.35117605054822E-08,5.00275151333234E-08,4.5,4.12,-11.4,0.001767185815804,4,0
1.60202949465985E-07,1.1534888064428E-08,7.49775472237155E-11,4.14430614474084E-07,1.10095497569492E-07,1.5015015015015E-07,4.4,3.93,-11.4,0.001767185815804,4,0
1.60202949465985E-07,1.1534888064428E-08,7.49775472237155E-11,4.14430614474084E-07,1.10095497569492E-07,1.5015015015015E-07,4.4,3.93,-11.4,0.001767185815804,4,0
2.57764288932194E-07,3.39950573989716E-08,7.49775472237155E-11,4.14430614474084E-07,1.10095497569492E-07,1.5015015015015E-07,4.36,3.93,-11.4,0.001767185815804,4,0
2.91296620302796E-07,3.84979590195672E-08,7.49775472237155E-11,7.11141999286387E-07,2.03661997747312E-07,2.50230218211007E-07,4.35,3.86,-11.4,0.001767185815804,4,0
2.95300824667289E-07,5.15104711313587E-08,7.49775472237155E-11,7.39667121686609E-07,2.12669403872413E-07,2.50230218211007E-07,4.33,3.85,-11.4,0.001767185815804,4,0
3.06808878867657E-07,4.90112703465832E-08,7.49775472237155E-11,7.45679924310965E-07,2.15171479801894E-07,2.50230218211007E-07,4.33,3.85,-11.4,0.001767185815804,4,0
3.16825900091402E-07,3.49978572937466E-08,7.49775472237155E-11,5.8959788670001E-07,1.36628357932777E-07,1.50170182189394E-07,4.32,3.89,-11.4,0.001767185815804,4,0
3.31274009850024E-07,1.55329674067713E-08,5.00300180108065E-08,5.8959788670001E-07,1.36628357932777E-07,1.50170182189394E-07,4.32,3.89,-11.4,0.001767185815804,4,0
3.31274009850024E-07,1.55329674067713E-08,5.00300180108065E-08,4.71999106214029E-07,5.75902384492105E-08,1.00122637021484E-07,4.32,3.92,-11.4,0.001767185815804,4,0
3.51808130918692E-07,8.99999859363739E-09,5.00300180108065E-08,3.56901015686902E-07,1.7981909927687E-08,1.00122637021484E-07,4.32,3.95,-11.4,0.001767185815804,4,0
2.70749308910765E-07,5.75424046978646E-08,5.00575662011313E-08,3.47369141484041E-07,2.98502572818825E-09,5.0065070820353E-08,4.32,3.96,-11.4,0.001767185815804,4,0
3.20123230631573E-08,6.55474327909499E-08,5.00575662011313E-08,3.94231047694629E-07,1.97126757137479E-07,1.50115097340604E-07,4.31,3.98,-11.4,0.001767185815804,4,0
6.35384106754367E-08,3.35216206019873E-08,5.00575662011313E-08,3.94231047694629E-07,1.97126757137479E-07,1.50115097340604E-07,4.31,3.99,-11.4,0.001767185815804,4,0
9.85696900789022E-08,3.70251241054909E-08,5.00575662011313E-08,4.94818879147893E-07,2.33657785414381E-07,2.50190159896907E-07,4.31,3.99,-11.4,0.001767185815804,4,0
1.04075721612172E-07,3.7025750263357E-08,5.00575662011313E-08,4.94818879147893E-07,2.33657785414381E-07,2.50190159896907E-07,4.31,3.99,-11.4,0.001767185815804,4,0
1.04075721612172E-07,3.7025750263357E-08,5.00575662011313E-08,5.33855614317099E-07,2.53676803782386E-07,2.50190159896907E-07,4.31,3.99,-11.4,0.001767185815804,4,0
9.2071670431097E-08,4.05249503268828E-08,5.00575662011313E-08,3.1871680839999E-07,1.43099371078957E-07,1.00082578707385E-07,4.3,4.01,-11.4,0.001767185815804,4,0
5.95450732509737E-08,2.45118393349534E-08,5.00575662011313E-08,2.6468676895443E-07,1.15081685108601E-07,1.50132628757435E-07,4.29,4.01,-11.4,0.001767185815804,4,0
4.79883432578552E-07,1.20050934076431E-06,2.26975952202121E-07,1.11537919518448E-06,6.8679361409283E-07,2.46494216531963E-07,4.17,3.55,-11.4,0.001767185815804,4,0
3.40309515784771E-07,5.02126179645843E-07,1.41929176475471E-07,1.11537919518448E-06,6.8679361409283E-07,2.46494216531963E-07,4.08,3.55,-11.4,0.001767185815804,4,0
3.40309515784771E-07,5.02126179645843E-07,1.41929176475471E-07,1.11537919518448E-06,6.8679361409283E-07,2.46494216531963E-07,4.08,3.55,-11.4,0.001767185815804,4,0
4.35926357255292E-07,5.75930400584465E-08,2.67910106765126E-08,1.11537919518448E-06,6.8679361409283E-07,2.46494216531963E-07,4.21,3.55,-11.4,0.001767185815804,4,0
4.35926357255292E-07,5.75930400584465E-08,2.67910106765126E-08,1.11537919518448E-06,6.8679361409283E-07,2.46494216531963E-07,4.21,3.55,-11.4,0.001767185815804,4,0
4.35926357255292E-07,5.75930400584465E-08,2.67910106765126E-08,6.92876093804224E-07,4.10961414733166E-07,1.01320007481102E-07,4.21,3.9,-11.4,0.001767185815804,4,0
4.35926357255292E-07,5.75930400584465E-08,2.67910106765126E-08,4.13220706764776E-07,3.49929423714682E-07,1.01320007481102E-07,4.21,3.9,-11.4,0.001767185815804,4,0
4.35926357255292E-07,5.75930400584465E-08,2.67910106765126E-08,4.13220706764776E-07,3.49929423714682E-07,1.01320007481102E-07,4.26,3.9,-11.4,0.001767185815804,4,0
5.47983001589906E-07,4.00262871448093E-07,9.33075765800376E-08,2.42059673891987E-07,3.3291290718281E-07,1.01320007481102E-07,4.27,3.86,-11.4,0.001767185815804,4,0
2.37221331647933E-07,1.66534051477225E-06,4.70076588436026E-06,6.52123790861983E-07,2.14650411416989E-06,4.45252072711327E-06,4.27,3.82,-11.4,0.001767185815804,4,0
2.41724934530239E-07,1.65633330900763E-06,4.70576988756282E-06,6.52624191182239E-07,2.13749690840528E-06,4.45252072711327E-06,4.27,3.8,-11.4,0.001767185815804,4,0
2.41724934530239E-07,1.65633330900763E-06,4.70576988756282E-06,6.52624191182239E-07,2.13749690840528E-06,4.45252072711327E-06,4.27,3.8,-11.4,0.001767185815804,4,0
2.28184190112678E-07,6.17141752722081E-07,1.75179948665451E-07,6.45617685099024E-07,2.13199348132031E-06,4.45252072711327E-06,4.24,3.81,-11.4,0.001767185815804,4,0
2.28184190112678E-07,6.17141752722081E-07,1.75179948665451E-07,9.18767717426623E-07,3.20860192574485E-07,9.51241590008111E-08,4.24,3.8,-11.4,0.001767185815804,4,0
1.31063548825174E-07,1.63117406095929E-07,5.50460292570603E-08,5.01269792304947E-07,4.65238200209915E-08,5.00500500500501E-08,4.24,3.8,-11.4,0.001767185815804,4,0
9.45437883473793E-08,9.77401514817445E-10,5.0185141237369E-09,2.23616106606407E-07,1.65098723384005E-08,5.00500500500501E-08,4.24,3.8,-11.4,0.001767185815804,4,0
6.55133063412729E-08,5.70337593147507E-08,1.500250794944E-08,9.29794383799206E-08,2.90237623356243E-08,5.00500500500501E-08,4.24,3.8,-11.4,0.001767185815804,4,0
4.25351356034738E-08,6.70356683414736E-08,2.00072624662309E-08,3.30363842813143E-08,2.30342069300507E-08,5.00500500500501E-08,4.23,3.81,-11.4,0.001767185815804,4,0
3.12316538870712E-07,3.53432600849139E-09,1.00217657613562E-08,6.90716440520292E-08,9.80902950374856E-08,5.00500500500501E-08,4.28,3.85,-11.4,0.001767185815804,4,0
8.70044590865422E-07,3.93716872808444E-07,2.20114871947035E-07,5.47380930103635E-07,8.2744320382951E-08,5.57461528314598E-08,4.24,3.82,-11.4,0.001767185815804,4,0
9.34087870566218E-07,4.27742592949788E-07,2.25119626463826E-07,7.25496855597842E-07,5.07200513274484E-08,1.5581119510894E-07,4.24,3.84,-11.4,0.001767185815804,4,0
9.77621954693548E-07,4.50249142512104E-07,2.30115380073258E-07,7.82050636735727E-07,2.72030037808261E-08,1.5581119510894E-07,4.25,3.84,-11.4,0.001767185815804,4,0
9.77621954693548E-07,4.50249142512104E-07,2.30115380073258E-07,7.90556291016987E-07,2.26995507102316E-08,1.5581119510894E-07,4.25,3.85,-11.4,0.001767185815804,4,0
9.85631566227389E-07,4.54250692583706E-07,2.30115380073258E-07,7.92558042761384E-07,1.26885130015262E-08,1.5581119510894E-07,4.25,3.85,-11.4,0.001767185815804,4,0
9.85631566227389E-07,4.54250692583706E-07,2.30115380073258E-07,7.92558042761384E-07,1.26885130015262E-08,1.5581119510894E-07,4.25,3.85,-11.4,0.001767185815804,4,0
9.90634568028469E-07,4.60256398003855E-07,2.35120134590049E-07,7.86553714482513E-07,1.67980555223855E-09,2.05841213119747E-07,4.26,3.85,-11.4,0.001767185815804,4,0
9.87133343283436E-07,4.65260175985069E-07,2.35120134590049E-07,7.10977012161101E-07,8.99072790560074E-08,2.55891263169797E-07,4.26,3.86,-11.4,0.001767185815804,4,0
2.64509143081332E-07,1.18972618810108E-07,4.99725151166859E-08,7.10977012161101E-07,8.99072790560074E-08,2.55891263169797E-07,4.27,3.86,-11.4,0.001767185815804,4,0
2.64509143081332E-07,1.18972618810108E-07,4.99725151166859E-08,2.35174530482317E-07,9.20639360474925E-08,1.50095060288287E-07,4.27,3.86,-11.4,0.001767185815804,4,0
5.40471944416772E-08,2.50157948633321E-08,5.00500500500501E-08,5.60575789382874E-08,7.50541058841127E-08,5.00300180108065E-08,4.28,3.86,-11.4,0.001767185815804,4,0
1.85142882428382E-08,2.65139658716845E-08,5.00500500500501E-08,5.60575789382874E-08,7.50541058841127E-08,5.00300180108065E-08,4.29,3.86,-11.4,0.001767185815804,4,0
1.85142882428382E-08,2.65139658716845E-08,5.00500500500501E-08,5.60575789382874E-08,7.50541058841127E-08,5.00300180108065E-08,4.29,3.86,-11.4,0.001767185815804,4,0
5.30353492459461E-08,7.15446127494425E-08,5.00500500500501E-08,1.55080080277034E-08,6.85457960054034E-08,5.00300180108065E-08,4.3,3.87,-11.4,0.001767185815804,4,0
5.30353492459461E-08,7.15446127494425E-08,5.00500500500501E-08,1.40084746904391E-07,3.05682972183758E-07,2.50150090054032E-07,4.3,3.81,-11.4,0.001767185815804,4,0
1.47011659054625E-07,1.25623074410349E-08,6.50455513996538E-11,1.40084746904391E-07,3.05682972183758E-07,2.50150090054032E-07,4.28,3.81,-11.4,0.001767185815804,4,0
1.47011659054625E-07,1.25623074410349E-08,6.50455513996538E-11,1.81074251133771E-07,3.93147727353965E-07,2.50105076541876E-07,4.28,3.81,-11.4,0.001767185815804,4,0
2.25059689073837E-07,6.54851216170006E-08,4.99649724594069E-08,1.49046550973854E-07,4.16662136074148E-07,2.50085044502632E-07,4.25,3.81,-11.4,0.001767185815804,4,0
3.0062915492254E-07,1.0047324153356E-07,4.99449404201633E-08,1.49046550973854E-07,4.16662136074148E-07,2.50085044502632E-07,4.26,3.81,-11.4,0.001767185815804,4,0
3.0062915492254E-07,1.0047324153356E-07,4.99449404201633E-08,1.16023438755698E-07,4.07665533714931E-07,2.50085044502632E-07,4.26,3.83,-11.4,0.001767185815804,4,0
3.18146021125578E-07,1.31502193617704E-07,4.99449404201633E-08,9.55037198425869E-08,3.94653773022658E-07,2.50085044502632E-07,4.28,3.84,-11.4,0.001767185815804,4,0
3.18146021125578E-07,1.31502193617704E-07,4.99449404201633E-08,9.55037198425869E-08,3.94653773022658E-07,2.50085044502632E-07,4.28,3.84,-11.4,0.001767185815804,4,0
3.18146021125578E-07,1.31502193617704E-07,4.99449404201633E-08,9.55037198425869E-08,3.94653773022658E-07,2.50085044502632E-07,4.28,3.84,-11.4,0.001767185815804,4,0
3.18146021125578E-07,1.31502193617704E-07,4.99449404201633E-08,9.55037198425869E-08,3.94653773022658E-07,2.50085044502632E-07,4.28,3.84,-11.4,0.001767185815804,4,0
3.21147721785405E-07,1.51019509171849E-07,1.50035022495834E-07,7.49876072528154E-08,3.94653071760948E-07,2.50085044502632E-07,4.3,3.85,-11.4,0.001767185815804,4,0
3.21147721785405E-07,1.51019509171849E-07,1.50035022495834E-07,6.54763200665371E-08,3.91652021934374E-07,2.50085044502632E-07,4.31,3.85,-11.4,0.001767185815804,4,0
3.20142449218285E-07,1.87548211210476E-07,1.50035022495834E-07,1.12115827164694E-07,1.3399462376555E-07,4.99649724594069E-08,4.34,3.85,-11.4,0.001767185815804,4,0
2.7711628318585E-07,2.17565871473818E-07,1.50035022495834E-07,1.53605506430307E-07,3.60235898418484E-08,5.00475471725669E-08,4.35,3.85,-11.4,0.001767185815804,4,0
1.87642700026919E-07,1.62085492224743E-07,1.00050017997184E-07,1.49104908594634E-07,1.00197615276986E-09,1.00077565183373E-07,4.35,3.85,-11.4,0.001767185815804,4,0
1.13598874452439E-07,8.60401653890742E-08,5.0019999986377E-08,1.49104908594634E-07,1.00197615276986E-09,1.00077565183373E-07,4.35,3.85,-11.4,0.001767185815804,4,0
5.50395146123106E-08,1.58109633296045E-07,1.00070050036427E-07,1.26081885571611E-07,8.00643189506141E-09,5.00275151333234E-08,4.36,3.85,-11.4,0.001767185815804,4,0
2.5014492970532E-08,3.60315570802473E-08,5.00400320256205E-08,8.95597470520004E-08,9.50845929399278E-09,5.00275151333234E-08,4.35,3.85,-11.4,0.001767185815804,4,0
2.5014492970532E-08,3.60315570802473E-08,5.00400320256205E-08,8.95597470520004E-08,9.50845929399278E-09,5.00275151333234E-08,4.35,3.85,-11.4,0.001767185815804,4,0
2.5014492970532E-08,3.60315570802473E-08,5.00400320256205E-08,8.95597470520004E-08,9.50845929399278E-09,5.00275151333234E-08,4.35,3.85,-11.4,0.001767185815804,4,0
2.5014492970532E-08,3.60315570802473E-08,5.00400320256205E-08,6.30363508161213E-08,3.73987564234854E-13,5.00275151333234E-08,4.35,3.85,-11.4,0.001767185815804,4,0
7.00285639237876E-09,3.20094415846875E-08,5.00500500500501E-08,4.85335296378388E-08,1.40129855137738E-08,1.25168922971711E-11,4.35,3.84,-11.4,0.001767185815804,4,0
1.00045071801198E-08,4.30162957546269E-08,5.00500500500501E-08,4.85335296378388E-08,1.40129855137738E-08,1.25168922971711E-11,4.35,3.84,-11.4,0.001767185815804,4,0
1.85111127101008E-08,7.75429174832606E-08,5.00500500500501E-08,6.65496443965572E-08,1.05098576523664E-08,5.00400320256205E-08,4.35,3.84,-11.4,0.001767185815804,4,0
1.85111127101008E-08,7.75429174832606E-08,5.00500500500501E-08,9.50738664578262E-08,6.00655494987978E-09,5.00400320256205E-08,4.35,3.84,-11.4,0.001767185815804,4,0
9.00080191902155E-09,1.35097870875717E-07,5.00500500500501E-08,9.50738664578262E-08,6.00655494987978E-09,5.00400320256205E-08,4.28,3.84,-11.4,0.001767185815804,4,0
2.00343091107202E-07,7.26618158908274E-08,8.75219461280021E-11,5.33157422816122E-08,1.69807093318756E-08,7.75039216984471E-11,4.28,3.84,-11.4,0.001767185815804,4,0
6.2176563927446E-07,7.10098265777473E-09,1.9932498073892E-08,7.99059459884853E-07,9.91351814350732E-08,2.50172746328551E-07,4.23,3.92,-11.4,0.001767185815804,4,0
6.2176563927446E-07,7.10098265777473E-09,1.9932498073892E-08,1.49447268503247E-06,3.59790425213493E-07,4.50292818371778E-07,4.12,4.15,-11.4,0.001767185815804,4,0
1.6635075825338E-06,5.51558207480226E-08,1.85228636644977E-07,1.71318899942533E-06,3.67298834343199E-07,5.00332850397398E-07,4.11,4.22,-11.4,0.001767185815804,4,0
1.6635075825338E-06,5.51558207480226E-08,1.85228636644977E-07,1.71318899942533E-06,3.67298834343199E-07,5.00332850397398E-07,4.11,4.22,-11.4,0.001767185815804,4,0
1.86666722302118E-06,7.61764442268113E-08,2.15244647857636E-07,1.7837385363547E-06,3.44784725277159E-07,4.85323844994156E-07,4.13,4.24,-11.4,0.001767185815804,4,0
1.88415536380423E-06,7.66446196493398E-08,2.30230411382288E-07,1.80625675249034E-06,3.22259896914053E-07,4.75311830576855E-07,4.14,4.24,-11.4,0.001767185815804,4,0
1.88415536380423E-06,7.66446196493398E-08,2.30230411382288E-07,1.81777528788582E-06,3.16770816960158E-07,4.70316576068638E-07,4.14,4.24,-11.4,0.001767185815804,4,0
1.88415343581695E-06,7.81509536083658E-08,2.35235165899079E-07,1.81777528788582E-06,3.16770816960158E-07,4.70316576068638E-07,4.15,4.22,-11.4,0.001767185815804,4,0
1.88415343581695E-06,7.81509536083658E-08,2.35235165899079E-07,1.81527411298831E-06,3.43286450635657E-07,4.8532633241026E-07,4.15,4.23,-11.4,0.001767185815804,4,0
1.64278051572494E-06,1.15058979128056E-07,2.85197694003001E-07,1.81527411298831E-06,3.43286450635657E-07,4.8532633241026E-07,4.17,4.23,-11.4,0.001767185815804,4,0
1.64278051572494E-06,1.15058979128056E-07,2.85197694003001E-07,9.58675319339672E-07,2.97201014458595E-07,2.05132321885714E-07,4.17,4.32,-11.4,0.001767185815804,4,0
4.71403941125349E-07,6.95259282474883E-08,1.60115387173817E-07,9.58675319339672E-07,2.97201014458595E-07,2.05132321885714E-07,4.04,4.32,-11.4,0.001767185815804,4,0
1.36082027256307E-07,5.90046004357861E-08,7.00232938798029E-08,2.67761171251219E-07,4.90567324940208E-08,1.00172548474931E-08,4.09,4.33,-11.4,0.001767185815804,4,0
3.94761835884452E-08,5.64789483197153E-08,1.49960243573278E-08,6.00538641842963E-08,5.00525251648183E-08,2.00232584496544E-08,4.15,4.35,-11.4,0.001767185815804,4,0
3.94761835884452E-08,5.64789483197153E-08,1.49960243573278E-08,9.52124587761698E-09,1.08044793915705E-07,5.00240183879022E-08,4.15,4.35,-11.4,0.001767185815804,4,0
3.94761835884452E-08,5.64789483197153E-08,1.49960243573278E-08,9.52124587761698E-09,1.08044793915705E-07,5.00240183879022E-08,4.15,4.35,-11.4,0.001767185815804,4,0
3.94761835884452E-08,5.64789483197153E-08,1.49960243573278E-08,9.52124587761698E-09,1.08044793915705E-07,5.00240183879022E-08,4.15,4.35,-11.4,0.001767185815804,4,0
1.45579741220958E-07,8.93365219512704E-09,4.00575311531555E-08,9.99566986809064E-09,1.14058264458421E-07,5.50325303534867E-08,4.17,4.46,-11.4,0.001767185815804,4,0
5.46470705206094E-07,1.01147965773084E-07,1.95190449190045E-07,8.70846056578831E-08,1.02529175049213E-07,5.50225293434097E-08,4.36,4.46,-11.4,0.001767185815804,4,0
8.17180570267843E-07,3.20324861024295E-07,3.25293782620994E-07,1.91154702110416E-07,1.61071405799367E-07,8.50435440537069E-08,4.44,4.52,-11.4,0.001767185815804,4,0
8.17180570267843E-07,3.20324861024295E-07,3.25293782620994E-07,2.41203874048153E-07,2.40149956291678E-07,1.15074324194919E-07,4.44,4.46,-11.4,0.001767185815804,4,0
8.64710087175925E-07,3.71863190106905E-07,3.50311294879575E-07,2.41203874048153E-07,2.40149956291678E-07,1.15074324194919E-07,4.45,4.46,-11.4,0.001767185815804,4,0
8.97241492386156E-07,3.67857683599766E-07,3.55315047694186E-07,4.49393273499195E-07,2.31125171012029E-07,9.50555563652935E-08,4.51,4.33,-11.4,0.001767185815804,4,0
8.97241492386156E-07,3.67857683599766E-07,3.55315047694186E-07,4.49393273499195E-07,2.31125171012029E-07,9.50555563652935E-08,4.51,4.33,-11.4,0.001767185815804,4,0
9.28701255921862E-07,2.87790731811605E-07,3.20271260464538E-07,6.02779985217158E-07,1.48167244311909E-07,4.00880232563664E-08,4.54,4.25,-11.4,0.001767185815804,4,0
9.28701255921862E-07,2.87790731811605E-07,3.20271260464538E-07,6.02779985217158E-07,1.48167244311909E-07,4.00880232563664E-08,4.54,4.25,-11.4,0.001767185815804,4,0
9.28701255921862E-07,2.87790731811605E-07,3.20271260464538E-07,6.02779985217158E-07,1.48167244311909E-07,4.00880232563664E-08,4.54,4.25,-11.4,0.001767185815804,4,0
9.02244869616205E-07,2.75246078943372E-07,3.00260996690697E-07,7.25909721710639E-07,7.55968989613977E-08,1.99705355287371E-08,4.63,4.19,-11.4,0.001767185815804,4,0
9.02244869616205E-07,2.75246078943372E-07,3.00260996690697E-07,8.23961451371287E-07,6.90780099627408E-09,3.49622900637428E-08,4.63,4.15,-11.4,0.001767185815804,4,0
8.76732516198782E-07,2.53231043775343E-07,2.80248238948907E-07,8.66505120133204E-07,1.74209156442219E-08,8.00063327799362E-08,4.63,4.13,-11.4,0.001767185815804,4,0
8.76732516198782E-07,2.53231043775343E-07,2.80248238948907E-07,8.1593981863147E-07,8.90737343295543E-09,7.5001077261642E-08,4.63,4.12,-11.4,0.001767185815804,4,0
8.76732516198782E-07,2.53231043775343E-07,2.80248238948907E-07,8.1593981863147E-07,8.90737343295543E-09,7.5001077261642E-08,4.63,4.12,-11.4,0.001767185815804,4,0
3.44732533798757E-07,7.60805114304487E-08,7.50580573212926E-08,8.1593981863147E-07,8.90737343295543E-09,7.5001077261642E-08,4.63,4.12,-11.4,0.001767185815804,4,0
3.44732533798757E-07,7.60805114304487E-08,7.50580573212926E-08,8.1593981863147E-07,8.90737343295543E-09,7.5001077261642E-08,4.63,4.12,-11.4,0.001767185815804,4,0
2.48642901238318E-07,2.55104701828411E-08,2.00085127311615E-08,6.67331191845886E-07,1.94061204567569E-07,1.50062628454774E-07,4.64,4.12,-11.4,0.001767185815804,4,0
1.89600322120057E-07,7.10404672114442E-08,5.00899952741955E-09,6.67331191845886E-07,1.94061204567569E-07,1.50062628454774E-07,4.65,4.12,-11.4,0.001767185815804,4,0
1.89600322120057E-07,7.10404672114442E-08,5.00899952741955E-09,6.67331191845886E-07,1.94061204567569E-07,1.50062628454774E-07,4.65,4.12,-11.4,0.001767185815804,4,0
1.27610229304063E-07,6.05399303802024E-08,1.00027483328499E-08,3.62291675022715E-07,1.89640460389709E-07,1.00100100350852E-07,4.67,4.14,-11.4,0.001767185815804,4,0
1.04584751446372E-07,4.60211827176257E-08,1.00007445274079E-08,2.50671972207951E-07,1.40086426953154E-07,1.00090081323642E-07,4.7,4.15,-11.4,0.001767185815804,4,0
9.65845553323033E-08,2.0508351801706E-08,4.75849925673304E-12,1.7163530850906E-07,9.75642408919043E-08,1.00090081323642E-07,4.71,4.14,-11.4,0.001767185815804,4,0
3.00789211219639E-07,2.45112791424685E-08,1.00150189974808E-08,1.30090237610011E-07,7.70437458713322E-08,5.00425361557324E-08,4.72,4.14,-11.4,0.001767185815804,4,0
4.89095285417804E-07,3.9399077931698E-09,9.97824903946554E-09,7.85493786943582E-08,1.54862159593717E-08,7.51389431768281E-12,4.59,4.19,15.83,0.00166784524638766,4,0
4.89095285417804E-07,3.9399077931698E-09,9.97824903946554E-09,2.96632058597372E-07,4.30183339709635E-08,1.00102607238929E-07,4.59,4.19,15.83,0.00166784524638766,4,0
5.70681725601895E-07,1.64484416897069E-08,9.97824903946554E-09,3.99717961170831E-07,5.90445440725696E-08,1.00102607238929E-07,4.52,4.14,15.83,0.00166784524638766,4,0
5.766881818326E-07,2.49531192623717E-08,4.9754975261332E-09,3.99717961170831E-07,5.90445440725696E-08,1.00102607238929E-07,4.5,4.14,15.83,0.00166784524638766,4,0
5.766881818326E-07,2.49531192623717E-08,4.9754975261332E-09,3.99717961170831E-07,5.90445440725696E-08,1.00102607238929E-07,4.5,4.14,15.83,0.00166784524638766,4,0
5.74683450025415E-07,2.89562718370604E-08,9.98075304442742E-09,4.97294996802084E-07,8.6066586321752E-08,1.50145143394661E-07,4.49,4.09,15.83,0.00166784524638766,4,0
