GDLX,GDLY,GDLZ,GDRX,GDRY,GDRZ,PL,PR,HR,GSR,ConationLevel,PredictedConation,GameState,TimeSinceStart
3.03191871953758E-06,1.59518245306287E-05,9.86739804603202E-05,1.44860040613041E-05,1.14352330351231E-05,9.82443897399779E-05,4.44,4.33,0.96302710843306,-0.21695690972136,5,0,0,0.400000035762787
3.14202882964769E-06,1.60018745806788E-05,9.86739804603202E-05,1.5026301224744E-05,1.17153871198697E-05,9.81443347097113E-05,4.44,4.38,0.96302710843306,-0.21695690972136,5,0,0,0.416000038385391
9.903950913355E-07,3.80149280850088E-07,1.001001001001E-07,1.53566315550743E-05,1.18855572900399E-05,9.81443347097113E-05,4.44,4.38,0.96302710843306,-0.21695690972136,5,0,0,0.432000041007996
9.903950913355E-07,3.80149280850088E-07,1.001001001001E-07,1.53566315550743E-05,1.18855572900399E-05,9.81443347097113E-05,4.44,4.38,0.96302710843306,-0.21695690972136,5,0,0,0.4480000436306
1.05068416618911E-06,2.20185167711182E-07,1.001001001001E-07,2.11122975102089E-06,1.12074023164909E-06,4.00170197631734E-07,4.45,4.38,0.96302710843306,-0.21695690972136,5,0,0,0.464000046253204
1.05068416618911E-06,2.20185167711182E-07,1.001001001001E-07,2.11122975102089E-06,1.12074023164909E-06,4.00170197631734E-07,4.45,4.38,0.96302710843306,-0.21695690972136,5,0,0,0.480000048875809
1.70144891787038E-07,7.4949212278599E-06,9.00585380497324E-07,3.00169796425019E-07,5.11334573236317E-06,4.00260169109922E-07,4.62,4.41,0.96302710843306,-0.0554959823335627,5,0,0,0.719999670982361
4.30403151701504E-07,1.53932204465429E-05,1.30100582196086E-06,3.00169796425019E-07,5.11334573236317E-06,4.00260169109922E-07,4.54,4.41,0.623027108433057,-0.0484305221655019,5,0,0,0.735999643802643
4.30403151701504E-07,1.53932204465429E-05,1.30100582196086E-06,3.00169796425019E-07,5.11334573236317E-06,4.00260169109922E-07,4.54,4.41,0.623027108433057,-0.0484305221655019,5,0,0,0.751999616622925
4.30403151701504E-07,1.53932204465429E-05,1.30100582196086E-06,9.90907079579087E-07,1.7216065597228E-05,1.60272353615316E-10,4.5,4.48,0.623027108433057,-0.0484305221655019,5,0,0,0.767999589443207
1.1013943570039E-07,2.05276367608799E-05,4.00285245499691E-07,4.20445705224084E-07,2.26303920531372E-05,1.60272353615316E-10,4.5,4.42,0.623027108433057,-0.0484305221655019,5,0,0,0.783999562263489
1.90184518105353E-07,2.18163597871771E-05,4.00285245499691E-07,2.19964016030931E-07,2.77010454401247E-05,1.00111117571181E-06,4.51,4.38,0.623027108433057,-0.0484305221655019,5,0,0,0.799999535083771
1.90184518105353E-07,2.18163597871771E-05,4.00285245499691E-07,2.19964016030931E-07,2.77010454401247E-05,1.00111117571181E-06,4.51,4.38,0.623027108433057,-0.0484305221655019,5,0,0,0.815999507904053
1.90184518105353E-07,2.18163597871771E-05,4.00285245499691E-07,2.19964016030931E-07,2.77010454401247E-05,1.00111117571181E-06,4.51,4.38,0.623027108433057,-0.0484305221655019,5,0,0,0.831999480724335
1.90184518105353E-07,2.18163597871771E-05,4.00285245499691E-07,2.19964016030931E-07,2.77010454401247E-05,1.00111117571181E-06,4.51,4.38,0.623027108433057,-0.0484305221655019,5,0,0,0.847999453544617
1.90184518105353E-07,2.18163597871771E-05,4.00285245499691E-07,2.19964016030931E-07,2.77010454401247E-05,1.00111117571181E-06,4.51,4.38,0.623027108433057,-0.0484305221655019,5,0,0,0.863999426364899
3.40455492145637E-07,2.55897996697614E-05,4.00285245499691E-07,7.00516423895483E-07,3.06738511947678E-05,1.90164649365046E-06,4.49,4.45,0.623027108433057,0.102891458553703,5,0,0,0.879999399185181
1.27108672955838E-06,1.92854102783654E-05,5.00300134997633E-07,8.00255022242067E-07,3.14331298800169E-05,1.90164649365046E-06,4.47,4.46,0.623027108433057,0.102891458553703,5,0,0,0.895999372005463
1.60138551205971E-06,1.16172586541176E-05,9.0072057646117E-07,3.19835906553747E-07,1.50384508251424E-05,2.00155126357432E-06,4.48,4.48,0.623027108433057,0.102891458553703,5,0,0,0.911999344825745
1.60138551205971E-06,1.16172586541176E-05,9.0072057646117E-07,3.19835906553747E-07,1.50384508251424E-05,2.00155126357432E-06,4.48,4.48,0.623027108433057,0.102891458553703,5,0,0,0.927999317646027
4.26149300140402E-06,2.00368985341406E-06,5.40946734004172E-08,1.26435167887254E-05,5.89801261729537E-07,2.05469427222108E-06,3.82,3.73,0.623027108433057,0.267465455700551,5,0,0,1.21599960327148
6.98359568479904E-06,2.03783479600333E-05,3.54109511882827E-07,1.3293849419354E-05,9.18524115787924E-06,4.05599511777069E-06,4.17,3.82,0.623027108433057,0.267465455700551,5,0,0,1.23199963569641
6.88328023801636E-06,2.36198204440574E-05,1.46165639450407E-07,8.13952008474879E-06,2.65898714795029E-05,2.75529978440347E-06,4.3,4.35,0.623027108433057,0.0985335533864566,5,0,0,1.24799966812134
6.88328023801636E-06,2.36198204440574E-05,1.46165639450407E-07,8.13952008474879E-06,2.65898714795029E-05,2.75529978440347E-06,4.3,4.35,0.623027108433057,0.0985335533864566,5,0,0,1.26399970054626
6.43297703778821E-06,2.38704343122035E-05,4.46465939750708E-07,6.4681188726691E-06,2.79613750755636E-05,2.45499948410317E-06,4.37,4.4,0.623027108433057,0.0985335533864566,5,0,0,1.27999973297119
9.02471786263889E-07,1.76399512036408E-05,9.85134854228663E-05,1.29436981453955E-05,1.33726927391092E-05,9.83126089415561E-05,4.4,4.4,0.623027108433057,0.0985335533864566,5,0,0,1.29599976539612
9.02471786263889E-07,1.76399512036408E-05,9.85134854228663E-05,1.29436981453955E-05,1.33726927391092E-05,9.83126089415561E-05,4.4,4.4,0.623027108433057,0.0985335533864566,5,0,0,1.31199979782104
1.33282860864864E-06,1.79802234427161E-05,9.84133803125004E-05,1.31538137089554E-05,1.34827532724025E-05,9.83126089415561E-05,4.39,4.4,0.623027108433057,0.0985335533864566,5,0,0,1.32799983024597
2.86214070036803E-06,2.56389509272895E-05,7.00600765739564E-07,1.34341080179799E-05,1.38331211586831E-05,9.82125038311902E-05,4.37,4.41,0.623027108433057,0.0985335533864566,5,0,0,1.3439998626709
2.86214070036803E-06,2.56389509272895E-05,7.00600765739564E-07,4.55380561167461E-06,3.20639966069105E-05,1.000760358718E-06,4.37,4.41,0.623027108433057,0.00786250175350034,5,0,0,1.35999989509583
2.86214070036803E-06,2.56389509272895E-05,7.00600765739564E-07,4.55380561167461E-06,3.20639966069105E-05,1.000760358718E-06,4.37,4.41,0.623027108433057,0.00786250175350034,5,0,0,1.37599992752075
4.80419511944951E-07,6.67381940051768E-06,1.00061560422197E-06,3.2122144910737E-06,9.27462691149719E-06,1.30082575783907E-06,4.37,4.41,0.623027108433057,0.00786250175350034,5,0,0,1.39199995994568
1.0707902580948E-06,1.17008965141169E-06,2.0004015258844E-07,1.87147708550064E-06,4.42202203967551E-06,8.00590666575005E-07,4.38,4.41,0.623027108433057,0.00786250175350034,5,0,0,1.40799999237061
1.0707902580948E-06,1.17008965141169E-06,2.0004015258844E-07,1.87147708550064E-06,4.42202203967551E-06,8.00590666575005E-07,4.38,4.41,0.623027108433057,0.00786250175350034,5,0,0,1.42400002479553
1.26094743670948E-06,5.00409328006282E-07,1.00105110365884E-07,1.16074534009636E-06,2.72028177436892E-06,5.00290366274705E-07,4.38,4.42,0.623027108433057,0.00786250175350034,5,0,0,1.44000005722046
1.39103599502092E-06,1.90140594026609E-07,1.00105110365884E-07,1.09085280536166E-06,1.27068054856512E-06,3.00265242979184E-07,4.38,4.42,0.623027108433057,0.00786250175350034,5,0,0,1.45600008964539
1.39103599502092E-06,1.90140594026609E-07,1.00105110365884E-07,1.09085280536166E-06,1.27068054856512E-06,3.00265242979184E-07,4.38,4.42,0.623027108433057,0.00786250175350034,5,0,0,1.47200012207031
1.7914686720957E-06,1.2814024507791E-06,2.00230264804525E-07,8.70464141534225E-07,3.59956781887188E-07,2.00155126357432E-07,4.45,4.43,0.623027108433057,0.10060684505134,5,0,0,1.55200028419495
2.1909382887216E-06,1.02167321186264E-05,7.00530444912591E-07,2.65111378211044E-06,1.06061831532108E-05,1.40073031154128E-06,4.5,4.44,0.623027108433057,0.10060684505134,5,0,0,1.56800031661987
2.1909382887216E-06,1.02167321186264E-05,7.00530444912591E-07,2.65111378211044E-06,1.06061831532108E-05,1.40073031154128E-06,4.5,4.44,0.623027108433057,0.10060684505134,5,0,0,1.5840003490448
2.89164200681206E-06,1.66335057543591E-05,7.00530444912591E-07,3.75224595528212E-06,1.99059038313042E-05,1.10041498044363E-06,4.54,4.42,0.623027108433057,0.10060684505134,5,0,0,1.60000038146973
3.50213491678799E-06,1.97156703049446E-05,8.30532336006064E-06,4.49280438707465E-06,2.46193103570791E-05,1.10041498044363E-06,4.51,4.42,0.623027108433057,0.188700639196598,5,0,0,1.61600041389465
3.50213491678799E-06,1.97156703049446E-05,8.30532336006064E-06,4.49280438707465E-06,2.46193103570791E-05,1.10041498044363E-06,4.49,4.42,0.623027108433057,0.188700639196598,5,0,0,1.63200044631958
3.50213491678799E-06,1.97156703049446E-05,8.30532336006064E-06,4.49280438707465E-06,2.46193103570791E-05,1.10041498044363E-06,4.49,4.42,0.623027108433057,0.188700639196598,5,0,0,1.64800047874451
3.93236670686508E-06,1.98755468876639E-05,8.30532336006064E-06,4.73294259663427E-06,2.51189265916808E-05,1.10041498044363E-06,4.46,4.42,0.623027108433057,0.188700639196598,5,0,0,1.66400051116943
4.37279362635548E-06,1.97254012444971E-05,8.30532336006064E-06,5.02317079031007E-06,2.52190407169156E-05,1.20047501646524E-06,4.44,4.41,0.623027108433057,0.188700639196598,5,0,0,1.68000054359436
4.37279362635548E-06,1.97254012444971E-05,8.30532336006064E-06,5.02317079031007E-06,2.52190407169156E-05,1.20047501646524E-06,4.44,4.41,0.623027108433057,0.188700639196598,5,0,0,1.69600057601929
5.0132463719344E-06,1.87843175952309E-05,8.50555362486516E-06,5.32326109373173E-06,2.51990906666831E-05,1.99924713798777E-07,4.41,4.4,0.623027108433057,0.188700639196598,5,0,0,1.71200060844421
1.09089897070231E-06,9.72886630282956E-06,9.00585380497323E-06,6.25430978652051E-06,2.53392959291508E-05,1.40075533881943E-06,4.41,4.39,0.623027108433057,0.188700639196598,5,0,0,1.72800064086914
1.09089897070231E-06,9.72886630282956E-06,9.00585380497323E-06,6.25430978652051E-06,2.53392959291508E-05,1.40075533881943E-06,4.41,4.39,0.623027108433057,0.188700639196598,5,0,0,1.74400067329407
4.40226271723535E-07,3.19201311433679E-06,9.00585380497323E-06,1.87168020877386E-06,1.45428060207885E-05,3.0026527354799E-07,4.41,4.38,0.623027108433057,0.244634840489212,5,0,0,1.76000070571899
4.40226271723535E-07,3.19201311433679E-06,9.00585380497323E-06,8.20580056065232E-07,5.09297476171111E-06,5.00575496631834E-11,4.41,4.38,0.623027108433057,0.244634840489212,5,0,0,1.77600073814392
6.55475894400786E-06,1.33089082223096E-06,9.90625905496754E-06,8.93634444996593E-06,5.10221375778626E-07,1.00060036021613E-06,4.39,4.35,3.01302710843306,-0.328496546422343,5,0,0,2.11200141906738
7.17509568283211E-06,1.58106293125268E-06,9.90625905496754E-06,9.78684979268442E-06,6.40324937395384E-07,1.00060036021613E-06,4.38,4.34,3.01302710843306,-0.328496546422343,5,0,0,2.12800145149231
7.17509568283211E-06,1.58106293125268E-06,9.90625905496754E-06,9.78684979268442E-06,6.40324937395384E-07,1.00060036021613E-06,4.38,4.34,3.01302710843306,-0.328496546422343,5,0,0,2.14400148391724
7.42535346276996E-06,1.54103490893246E-06,9.90625905496754E-06,1.00871471081827E-05,6.00296915075166E-07,1.00060036021613E-06,4.37,4.32,3.01302710843306,-0.328496546422343,5,0,0,2.16000151634216
7.49540600392872E-06,1.46095482885238E-06,9.90625905496754E-06,1.00871471081827E-05,6.00296915075166E-07,1.00060036021613E-06,4.37,4.32,3.01302710843306,-0.328496546422343,5,0,0,2.17600154876709
7.49540600392872E-06,1.46095482885238E-06,9.90625905496754E-06,1.00871471081827E-05,6.00296915075166E-07,1.00060036021613E-06,4.37,4.32,3.01302710843306,-0.328496546422343,5,0,0,2.19200158119202
7.72561620211971E-06,1.52105895939878E-06,9.90625905496754E-06,1.01772196693615E-05,6.20309923530661E-07,1.00060036021613E-06,4.35,4.31,3.01302710843306,-0.328496546422343,5,0,0,2.20800161361694
7.66573764531938E-06,1.45098538214266E-06,9.90625905496754E-06,1.02072641597095E-05,6.40179457481336E-07,1.00060036021613E-06,4.34,4.29,3.01302710843306,-0.328496546422343,5,0,0,2.22400164604187
7.66573764531938E-06,1.45098538214266E-06,9.90625905496754E-06,1.02072641597095E-05,6.40179457481336E-07,1.00060036021613E-06,4.34,4.29,3.01302710843306,-0.328496546422343,5,0,0,2.2400016784668
7.66573764531938E-06,1.45098538214266E-06,9.90625905496754E-06,1.02072641597095E-05,6.40179457481336E-07,1.00060036021613E-06,4.34,4.29,3.01302710843306,-0.406457025570698,5,0,0,2.25600171089172
2.37229844563312E-06,5.60460391643158E-07,9.00855813022372E-07,1.01970816106894E-05,4.00162769197042E-07,1.00060036021613E-06,4.34,4.29,3.01302710843306,-0.406457025570698,5,0,0,2.27200174331665
8.99933128086957E-07,1.56232342510549E-05,1.29992525429788E-06,1.44094120753038E-06,1.05265484218927E-05,9.00540324194517E-07,4.35,4.23,3.01302710843306,-0.406457025570698,5,0,0,2.33600187301636
8.99933128086957E-07,1.56232342510549E-05,1.29992525429788E-06,1.44094120753038E-06,1.05265484218927E-05,9.00540324194517E-07,4.35,4.23,3.01302710843306,-0.406457025570698,5,0,0,2.35200190544128
1.10012531547146E-06,1.80346130102423E-05,1.70016539838433E-06,1.1111066821354E-06,1.84137678820732E-05,3.00750250720233E-07,4.35,4.29,3.01302710843306,-0.406457025570698,5,0,0,2.36800193786621
1.10012531547146E-06,1.80346130102423E-05,1.70016539838433E-06,2.27177505513117E-06,2.28664314722193E-05,9.94898933662193E-08,4.35,4.3,3.01302710843306,-0.37000057106529,5,0,0,2.38400197029114
1.1903363101731E-06,1.9365746008244E-05,2.00041561507758E-06,2.77227598274458E-06,2.57990751473566E-05,4.9983520039529E-07,4.34,4.32,3.01302710843306,-0.37000057106529,5,0,0,2.40000200271606
1.1903363101731E-06,1.9365746008244E-05,2.00041561507758E-06,2.77227598274458E-06,2.57990751473566E-05,4.9983520039529E-07,4.34,4.32,3.01302710843306,-0.37000057106529,5,0,0,2.41600203514099
1.10025223089767E-06,1.96260022612945E-05,2.00041561507758E-06,2.77227598274458E-06,2.57990751473566E-05,4.9983520039529E-07,4.34,4.32,3.01302710843306,-0.37000057106529,5,0,0,2.43200206756592
1.00024867325863E-06,1.9935988992636E-05,2.10034566404331E-06,2.36216865821658E-06,2.61390383943192E-05,6.99865349461114E-07,4.32,4.33,3.01302710843306,-0.37000057106529,5,0,0,2.44800209999084
1.00024867325863E-06,1.9935988992636E-05,2.10034566404331E-06,2.36216865821658E-06,2.61390383943192E-05,6.99865349461114E-07,4.32,4.33,3.01302710843306,-0.37000057106529,5,0,0,2.46400213241577
1.2604608566247E-06,1.888490989673E-05,2.10034566404331E-06,2.28209258594792E-06,2.58088447764185E-05,6.99865349461114E-07,4.32,4.33,3.01302710843306,-0.37000057106529,5,0,0,2.4800021648407
1.2604608566247E-06,1.888490989673E-05,2.10034566404331E-06,2.07193445903975E-06,2.50481080541049E-05,6.99865349461114E-07,4.32,4.33,3.01302710843306,-0.269977950203202,5,0,0,2.49600219726563
6.90146696156451E-07,1.16005753320272E-05,1.70010551995685E-06,8.61204016770379E-07,1.57524746179871E-05,1.50030557355553E-06,4.32,4.33,3.01302710843306,-0.269977950203202,5,0,0,2.51200222969055
6.90146696156451E-07,1.16005753320272E-05,1.70010551995685E-06,8.61204016770379E-07,1.57524746179871E-05,1.50030557355553E-06,4.32,4.33,3.01302710843306,-0.269977950203202,5,0,0,2.52800226211548
4.0033818767247E-07,4.63302398150408E-06,8.00420409745428E-07,1.27109057598734E-06,7.70515109016269E-06,9.00515500081247E-07,4.32,4.32,3.01302710843306,-0.269977950203202,5,0,0,2.54400229454041
3.10245587786564E-07,2.07149807862692E-06,4.00180265658975E-07,1.27109057598734E-06,7.70515109016269E-06,9.00515500081247E-07,4.3,4.32,3.01302710843306,-0.269977950203202,5,0,0,2.56000232696533
3.10245587786564E-07,2.07149807862692E-06,4.00180265658975E-07,1.27109057598734E-06,7.70515109016269E-06,9.00515500081247E-07,4.3,4.32,3.01302710843306,-0.269977950203202,5,0,0,2.57600235939026
1.76101819044935E-06,8.49516422494611E-06,1.30091045533686E-06,3.19168616545763E-06,8.49539603127254E-06,7.0055023920718E-07,4.46,4.29,3.01302710843306,-0.269977950203202,5,0,0,2.59200239181519
1.27050317176395E-06,1.5751925067899E-05,1.90144594303757E-06,2.37089590840965E-06,2.07767691592382E-05,5.00325004221336E-07,4.43,4.23,3.01302710843306,-0.269977950203202,5,0,0,2.60800242424011
7.80494782053989E-07,2.01406329553262E-05,2.10129106419193E-06,1.3914136535115E-06,2.51735504136904E-05,6.00425104321436E-07,4.42,4.25,3.01302710843306,-0.131713511787936,5,0,0,2.62400245666504
7.80494782053989E-07,2.01406329553262E-05,2.10129106419193E-06,1.3914136535115E-06,2.51735504136904E-05,6.00425104321436E-07,4.42,4.25,3.01302710843306,-0.131713511787936,5,0,0,2.64000248908997
7.80494782053989E-07,2.01406329553262E-05,2.10129106419193E-06,1.20153005633962E-06,2.67546732458452E-05,7.0035515328716E-07,4.42,4.24,3.01302710843306,-0.131713511787936,5,0,0,2.65600252151489
7.30410179367528E-07,2.07511463956604E-05,1.20057048773076E-06,1.07141395204534E-06,2.71049489621391E-05,7.0035515328716E-07,4.42,4.25,3.01302710843306,-0.131713511787936,5,0,0,2.67200255393982
7.30410179367528E-07,2.07511463956604E-05,1.20057048773076E-06,1.07141395204534E-06,2.71049489621391E-05,7.0035515328716E-07,4.42,4.25,3.01302710843306,-0.131713511787936,5,0,0,2.68800258636475
6.20372184598694E-07,2.07812004641376E-05,1.20057048773076E-06,3.50865506862115E-07,2.72550830866579E-05,6.0025505318706E-07,4.41,4.24,3.01302710843306,-0.131713511787936,5,0,0,2.70400261878967
1.90282259750016E-07,2.06712228810786E-05,1.20057048773076E-06,1.05331853028271E-08,2.71850585907045E-05,6.0025505318706E-07,4.42,4.23,3.01302710843306,-0.131713511787936,5,0,0,2.7200026512146
2.07121229529006E-06,1.09253202761929E-05,6.0070613902693E-07,4.78710566058347E-07,2.68352157958947E-05,6.0025505318706E-07,4.43,4.25,3.01302710843306,0.00361617218675114,5,0,0,2.73600268363953
2.07121229529006E-06,1.09253202761929E-05,6.0070613902693E-07,4.78710566058347E-07,2.68352157958947E-05,6.0025505318706E-07,4.43,4.25,3.01302710843306,0.00361617218675114,5,0,0,2.75200271606445
3.78258589900689E-06,1.90056180110489E-07,1.00375651180808E-07,2.93136820055661E-06,1.31173319933241E-06,1.00095090335819E-06,4.47,4.32,3.01302710843306,0.00361617218675114,5,0,0,2.78400278091431
3.78258589900689E-06,1.90056180110489E-07,1.00375651180808E-07,2.93136820055661E-06,1.31173319933241E-06,1.00095090335819E-06,4.47,4.32,3.01302710843306,0.00361617218675114,5,0,0,2.80000281333923
3.78258589900689E-06,1.90056180110489E-07,1.00375651180808E-07,3.63178494727648E-06,3.8976064627679E-07,1.00095090335819E-06,4.47,4.36,3.01302710843306,0.00361617218675114,5,0,0,2.81600284576416
5.24413804276905E-06,5.10314889705925E-07,4.51239831346825E-11,5.15339514799524E-06,1.03033817662281E-06,1.00095090335819E-06,4.48,4.37,3.01302710843306,0.00361617218675114,5,0,0,2.83200287818909
5.25004911417181E-06,1.00534126484825E-05,4.51239831346825E-11,6.70458003985267E-06,2.08122893928298E-06,1.00095090335819E-06,4.29,4.4,3.01302710843306,0.00361617218675114,5,0,0,2.84800291061401
5.25004911417181E-06,1.00534126484825E-05,4.51239831346825E-11,6.70458003985267E-06,2.08122893928298E-06,1.00095090335819E-06,4.29,4.4,3.01302710843306,0.00361617218675114,5,0,0,2.86400294303894
4.75475475475475E-06,3.01201201201201E-05,9.50950950950951E-05,1.11033477758842E-07,2.32881297475387E-05,6.14200799869042E-06,4.12,4.36,4.58302710843306,0.0853358654910044,5,0,0,3.05600333213806
4.75475475475475E-06,3.01201201201201E-05,9.50950950950951E-05,1.11033477758842E-07,2.32881297475387E-05,6.14200799869042E-06,4.12,4.36,4.58302710843306,0.0853358654910044,5,0,0,3.07200336456299
4.75475475475475E-06,3.01201201201201E-05,9.50950950950951E-05,1.22298262749587E-05,9.07919597886911E-06,1.38005196608786E-07,4.12,4.4,4.58302710843306,0.0853358654910044,5,0,0,3.08800339698792
1.78997843182119E-06,2.67100882157981E-05,9.01326602038586E-05,7.35945134125509E-06,3.00196942673821E-05,9.49520802795779E-05,4.31,4.44,4.58302710843306,0.0853358654910044,5,0,0,3.10400342941284
4.48145874599398E-06,2.23977164113056E-05,9.01326602038586E-05,7.35945134125509E-06,3.00196942673821E-05,9.49520802795779E-05,4.68,4.44,4.58302710843306,0.0708152839343476,5,0,0,3.12000346183777
4.48145874599398E-06,2.23977164113056E-05,9.01326602038586E-05,7.35945134125509E-06,3.00196942673821E-05,9.49520802795779E-05,4.68,4.44,4.58302710843306,0.0708152839343476,5,0,0,3.1360034942627
7.96178163463403E-06,2.04981311035576E-05,9.01326602038586E-05,2.55880828852076E-06,2.67595836176809E-05,9.5951730402035E-05,4.74,4.45,4.58302710843306,0.0708152839343476,5,0,0,3.15200352668762
1.01338450949213E-05,1.65543845443264E-05,9.01326602038586E-05,4.27422888010426E-07,2.49884323693695E-05,9.5951730402035E-05,4.66,4.51,4.58302710843306,0.0708152839343476,5,0,0,3.16800355911255
1.01338450949213E-05,1.65543845443264E-05,9.01326602038586E-05,4.27422888010426E-07,2.49884323693695E-05,9.5951730402035E-05,4.66,4.51,4.58302710843306,0.0708152839343476,5,0,0,3.18400359153748
1.13444503975726E-05,1.40131139090087E-05,9.01326602038586E-05,2.2565035352467E-05,1.08058709210034E-05,2.00340283281603E-06,4.64,4.56,4.58302710843306,0.0708152839343476,5,0,0,3.2000036239624
1.98462257836246E-06,2.0329746373096E-05,9.01326602038586E-05,2.2565035352467E-05,1.08058709210034E-05,2.00340283281603E-06,4.7,4.56,4.58302710843306,0.0708152839343476,5,0,0,3.21600365638733
1.41485148614729E-06,3.28484404677891E-06,1.04266944745134E-06,1.37667668978852E-05,7.96246502958096E-06,4.00290378913701E-06,4.53,5,4.58302710843306,0.0974053355285279,5,0,0,3.23200368881226
